post_id,post_date,time,account,series,ref,media,channels,images,caption,caption_fb,caption_li
r2b-day-011,2026-09-10,14:00,growthwealth,Round 2b,Day 011,image,"ig,fb,li",r2b/r2b-day-011.jpg,"🔥 DAY 11
The Traveler's Gift
— Andy Andrews

The buck stops here, and it always did.

📖 Circumstances explain a lot and decide nothing.

Own the decision that got you here.

Blame is comfortable and permanently expensive.

Responsibility is the only lever you actually hold.

🔥

#Day11 #Responsibility #Ownership #Discipline #Mindset #Character #Growth","🔥 DAY 11
The Traveler's Gift
— Andy Andrews

The buck stops here, and it always did.

📖 Circumstances explain a lot and decide nothing.

Own the decision that got you here.

Blame is comfortable and permanently expensive.

Responsibility is the only lever you actually hold.

🔥

Call or text 778-863-0019.

#Day11 #Responsibility #Ownership","DAY 11
The Traveler's Gift
— Andy Andrews

The buck stops here, and it always did.

 Circumstances explain a lot and decide nothing.

Own the decision that got you here.

Blame is comfortable and permanently expensive.

Responsibility is the only lever you actually hold.

Call or text 778-863-0019."
r2-day-012,2026-09-11,01:00,growthwealth,Round 2,Day 012,image,"ig,fb,li",r2/r2-day-012.jpg,"🔥 DAY 12
Hidden Potential
— Adam Grant

Potential is not where you start. It is how far you are willing to be uncomfortable.

📖 Seek the coach who tells you the truth.

Discomfort is the sensation of learning.

Progress is not linear and it never was.

Compare yourself to yesterday, not to them.

**The ceiling most people hit is the one they agreed to.**

🔥

#Day12 #Growth #Learning #Potential #Mindset #Discipline #Progress","🔥 DAY 12
Hidden Potential
— Adam Grant

Potential is not where you start. It is how far you are willing to be uncomfortable.

📖 Seek the coach who tells you the truth.

Discomfort is the sensation of learning.

Progress is not linear and it never was.

Compare yourself to yesterday, not to them.

**The ceiling most people hit is the one they agreed to.**

🔥

Call or text 778-863-0019.

#Day12 #Growth #Learning","DAY 12
Hidden Potential
— Adam Grant

Potential is not where you start. It is how far you are willing to be uncomfortable.

 Seek the coach who tells you the truth.

Discomfort is the sensation of learning.

Progress is not linear and it never was.

Compare yourself to yesterday, not to them.

— *The ceiling most people hit is the one they agreed to.**

Call or text 778-863-0019."
reel-en-w02a,2026-09-11,11:00,ramonhouses,Reel EN,w02a,reel,"ig,fb,yt",reels/w02a.mp4,"How I analyse a rental

1. Rent minus everything
2. One empty month
3. The renewal rate
4. Strata health
5. Cost to turn it over
6. Who buys it from you

Swipe through all 8.

Thinking about buying or selling in the Fraser Valley? Send me a message and let's review your options.

Ramon Gutierrez PREC · eXp Realty · ramonhouses.com

#FraserValleyRealEstate #LangleyRealEstate #BCRealEstate #RealEstateTips #ramonhouses","How I analyse a rental

1. Rent minus everything
2. One empty month
3. The renewal rate
4. Strata health
5. Cost to turn it over
6. Who buys it from you

Swipe through all 8.

Thinking about buying or selling in the Fraser Valley? Send me a message and let's review your options.

Ramon Gutierrez PREC · eXp Realty · ramonhouses.com

Call or text 778-863-0019.

#FraserValleyRealEstate #LangleyRealEstate #BCRealEstate","How I analyse a rental

1. Rent minus everything
2. One empty month
3. The renewal rate
4. Strata health
5. Cost to turn it over
6. Who buys it from you

Thinking about buying or selling in the Fraser Valley? Send me a message and let's review your options.

Ramon Gutierrez PREC · eXp Realty · ramonhouses.com

Call or text 778-863-0019.

#FraserValleyRealEstate #LangleyRealEstate"
r2b-day-012,2026-09-11,14:00,growthwealth,Round 2b,Day 012,image,"ig,fb,li",r2b/r2b-day-012.jpg,"🔥 DAY 12
Unleash the Power Within
— Tony Robbins

You cannot think your way into a state. You move your way into one.

📖 Posture, breathing and pace change the mood first.

Physiology is the fastest lever you own.

Act, and the feeling catches up.

Waiting to feel ready is waiting on the wrong system.

🔥

#Day12 #Mindset #Energy #Action #Performance #Discipline #State","🔥 DAY 12
Unleash the Power Within
— Tony Robbins

You cannot think your way into a state. You move your way into one.

📖 Posture, breathing and pace change the mood first.

Physiology is the fastest lever you own.

Act, and the feeling catches up.

Waiting to feel ready is waiting on the wrong system.

🔥

Call or text 778-863-0019.

#Day12 #Mindset #Energy","DAY 12
Unleash the Power Within
— Tony Robbins

You cannot think your way into a state. You move your way into one.

 Posture, breathing and pace change the mood first.

Physiology is the fastest lever you own.

Act, and the feeling catches up.

Waiting to feel ready is waiting on the wrong system.

Call or text 778-863-0019."
r2-day-013,2026-09-12,01:00,growthwealth,Round 2,Day 013,image,"ig,fb,li",r2/r2-day-013.jpg,"🔥 DAY 13
The Third Door
— Alex Banayan

There is always another way in. Most people never look for it.

📖 The main entrance is crowded for a reason.

Ask the question you think is too big to ask.

Rejection is data, not a verdict.

Persistence looks like luck from the outside.

**Opportunity rarely announces itself at the front door.**

🔥

#Day13 #Courage #Opportunity #Persistence #Ambition #Mindset #Growth","🔥 DAY 13
The Third Door
— Alex Banayan

There is always another way in. Most people never look for it.

📖 The main entrance is crowded for a reason.

Ask the question you think is too big to ask.

Rejection is data, not a verdict.

Persistence looks like luck from the outside.

**Opportunity rarely announces itself at the front door.**

🔥

Call or text 778-863-0019.

#Day13 #Courage #Opportunity","DAY 13
The Third Door
— Alex Banayan

There is always another way in. Most people never look for it.

 The main entrance is crowded for a reason.

Ask the question you think is too big to ask.

Rejection is data, not a verdict.

Persistence looks like luck from the outside.

— *Opportunity rarely announces itself at the front door.**

Call or text 778-863-0019."
re-en-day-03,2026-09-12,10:00,ramonhouses,RE Single EN,Day 03,image,"ig,fb,li",re-en/re-en-day-03.jpg,"Add property tax, strata, insurance.

Add a month of vacancy every year.

Add the cost of turning the unit over.

What is left is the actual number.

Ramon Gutierrez PREC · eXp Realty · ramonhouses.com

#realestateinvesting #rentalproperty #cashflow #investmentproperty #bcrealestate #exprealty","Add property tax, strata, insurance.

Add a month of vacancy every year.

Add the cost of turning the unit over.

What is left is the actual number.

Ramon Gutierrez PREC · eXp Realty · ramonhouses.com

Call or text 778-863-0019.

#realestateinvesting #rentalproperty #cashflow","Add property tax, strata, insurance.

Add a month of vacancy every year.

Add the cost of turning the unit over.

What is left is the actual number.

Ramon Gutierrez PREC · eXp Realty · ramonhouses.com

Call or text 778-863-0019.

#realestateinvesting #bcrealestate"
r2b-day-013,2026-09-12,14:00,growthwealth,Round 2b,Day 013,image,"ig,fb,li",r2b/r2b-day-013.jpg,"🔥 DAY 13
Wheat Belly
— William Davis MD

You cannot manage what you never read on the packet.

📖 Know what is actually in the food you buy weekly.

Convenience is priced somewhere later.

Test by removing, not by adding.

How you feel at 3pm is data, not character.

🔥

#Day13 #Health #Nutrition #Awareness #Energy #Discipline #Wellness","🔥 DAY 13
Wheat Belly
— William Davis MD

You cannot manage what you never read on the packet.

📖 Know what is actually in the food you buy weekly.

Convenience is priced somewhere later.

Test by removing, not by adding.

How you feel at 3pm is data, not character.

🔥

Call or text 778-863-0019.

#Day13 #Health #Nutrition","DAY 13
Wheat Belly
— William Davis MD

You cannot manage what you never read on the packet.

 Know what is actually in the food you buy weekly.

Convenience is priced somewhere later.

Test by removing, not by adding.

How you feel at 3pm is data, not character.

Call or text 778-863-0019."
r2-day-014,2026-09-13,01:00,growthwealth,Round 2,Day 014,image,"ig,fb,li",r2/r2-day-014.jpg,"🔥 DAY 14
Storyworthy
— Matthew Dicks

Nobody remembers your data. They remember the moment you changed your mind.

📖 Start closer to the end than feels comfortable.

One clear moment beats five vague ones.

Say what it cost you, not just what you achieved.

The best story is the one you almost skipped.

**Facts inform. Stories are what get repeated.**

🔥

#Day14 #Storytelling #Communication #Influence #Marketing #Speaking #Connection","🔥 DAY 14
Storyworthy
— Matthew Dicks

Nobody remembers your data. They remember the moment you changed your mind.

📖 Start closer to the end than feels comfortable.

One clear moment beats five vague ones.

Say what it cost you, not just what you achieved.

The best story is the one you almost skipped.

**Facts inform. Stories are what get repeated.**

🔥

Call or text 778-863-0019.

#Day14 #Storytelling #Communication","DAY 14
Storyworthy
— Matthew Dicks

Nobody remembers your data. They remember the moment you changed your mind.

 Start closer to the end than feels comfortable.

One clear moment beats five vague ones.

Say what it cost you, not just what you achieved.

The best story is the one you almost skipped.

— *Facts inform. Stories are what get repeated.**

Call or text 778-863-0019."
re-es-day-03,2026-09-13,10:00,ramonhouses,RE Single ES,Day 03,image,"ig,fb,li",re-es/re-es-day-03.jpg,"Renta menos hipoteca no es flujo de caja

El número que casi todos calculan mal

• Suma predial, strata y seguro.
• Suma un mes de vacancia cada año.
• Suma el costo de cambiar de inquilino.
• Lo que queda es el número real.

¿Estás pensando en comprar o vender en el Fraser Valley? Escríbeme y revisamos tus opciones.

Ramon Gutierrez PREC · eXp Realty · ramonhouses.com

#BienesRaicesBC #FraserValley #Langley #AgenteEnEspanol #ramonhouses","Renta menos hipoteca no es flujo de caja

El número que casi todos calculan mal

• Suma predial, strata y seguro.
• Suma un mes de vacancia cada año.
• Suma el costo de cambiar de inquilino.
• Lo que queda es el número real.

¿Estás pensando en comprar o vender en el Fraser Valley? Escríbeme y revisamos tus opciones.

Ramon Gutierrez PREC · eXp Realty · ramonhouses.com

Llama o escribe al 778-863-0019.

#BienesRaicesBC #FraserValley #Langley","Renta menos hipoteca no es flujo de caja

El número que casi todos calculan mal

— Suma predial, strata y seguro.
— Suma un mes de vacancia cada año.
— Suma el costo de cambiar de inquilino.
— Lo que queda es el número real.

¿Estás pensando en comprar o vender en el Fraser Valley? Escríbeme y revisamos tus opciones.

Ramon Gutierrez PREC · eXp Realty · ramonhouses.com

Llama o escribe al 778-863-0019.

#BienesRaicesBC #FraserValley"
r2b-day-014,2026-09-13,14:00,growthwealth,Round 2b,Day 014,image,"ig,fb,li",r2b/r2b-day-014.jpg,"🔥 DAY 14
The 12 Week Year
— Brian P. Moran & Michael Lennington

A year is long enough to procrastinate through. Twelve weeks is not.

📖 Shorten the horizon and the excuses run out.

Plan the week, then score it honestly.

Urgency is manufactured by the deadline you set.

Annual goals get decided in the final three weeks anyway.

🔥

#Day14 #Execution #Planning #Urgency #Goals #Focus #Discipline","🔥 DAY 14
The 12 Week Year
— Brian P. Moran & Michael Lennington

A year is long enough to procrastinate through. Twelve weeks is not.

📖 Shorten the horizon and the excuses run out.

Plan the week, then score it honestly.

Urgency is manufactured by the deadline you set.

Annual goals get decided in the final three weeks anyway.

🔥

Call or text 778-863-0019.

#Day14 #Execution #Planning","DAY 14
The 12 Week Year
— Brian P. Moran & Michael Lennington

A year is long enough to procrastinate through. Twelve weeks is not.

 Shorten the horizon and the excuses run out.

Plan the week, then score it honestly.

Urgency is manufactured by the deadline you set.

Annual goals get decided in the final three weeks anyway.

Call or text 778-863-0019."
